sample1	sample2	chr	start	end	different	Nsnp
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	5	38911	111176	1	47
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	5	118530	328824	0	150
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	5	329606	1178155	1	499
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	5	1181718	1199000	0	27
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	5	1199990	1321348	1	97
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	6	72627	535110	1	236
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	6	542221	566860	0	16
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	6	569238	666865	1	83
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	6	669203	1237460	0	291
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	6	1241407	1294070	1	101
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	7	77258	638068	1	686
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	7	645078	690832	0	30
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	7	699119	1380100	1	450
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	8	74385	96422	1	23
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	8	97831	507802	0	261
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	8	511564	1363564	1	606
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	9	80852	133481	1	31
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	9	139448	387354	0	143
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	9	388934	570861	1	80
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	9	573189	936352	0	214
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	9	938829	1473413	1	670
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	10	70764	356329	0	158
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	10	362065	611411	1	127
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	10	613448	746148	0	62
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	10	747640	1571687	1	762
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	11	111204	622809	1	250
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	11	627825	973647	0	161
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	11	981197	1019560	1	33
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	11	1020134	1223065	0	101
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	11	1228068	1355726	1	80
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	11	1365066	1934044	0	291
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	60587	114735	0	27
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	122749	451960	1	146
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	456343	921491	0	221
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	1107393	1411651	1	145
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	1412907	1547462	0	76
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	1554744	1568966	1	14
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	12	1574855	2162878	0	320
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	13	92637	2787498	0	1418
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	14	36236	385650	0	216
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	14	387203	743877	1	182
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	14	745836	2061817	0	730
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	14	2070633	2805504	1	342
C03/PG0066-C/ERR019072	C06/PG0069-C/ERR019055	14	2810527	3254381	0	362
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	1	95518	574270	1	398
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	2	109073	861650	0	531
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	3	74346	1001448	0	620
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	4	91950	520970	1	472
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	4	525218	1006336	0	417
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	4	1011796	1141383	1	218
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	5	38911	398359	1	253
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	5	400196	1199000	0	470
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	5	1199990	1321348	1	97
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	6	72627	75031	1	4
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	6	76888	232631	0	88
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	6	242009	1057207	1	452
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	6	1059449	1237460	0	82
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	6	1241407	1294070	1	101
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	7	77258	637190	0	685
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	7	638068	706335	1	49
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	7	712909	1380100	0	432
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	8	74385	507802	0	284
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	8	511564	1363564	1	606
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	9	80852	133481	0	31
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	9	139448	886918	1	413
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	9	890682	965190	0	39
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	9	967637	1473413	1	655
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	10	70764	278004	0	106
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	10	280625	356329	1	52
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	10	362065	746148	0	189
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	10	747640	1571687	1	762
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	11	111204	481471	0	192
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	11	484039	518035	1	18
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	11	524095	1223065	0	335
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	11	1228068	1934044	1	371
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	12	60587	114735	0	27
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	12	122749	451960	1	146
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	12	456343	1547462	0	442
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	12	1554744	1568966	1	14
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	12	1574855	2162878	0	320
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	13	92637	2787498	0	1418
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	14	36236	231253	1	133
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	14	232692	385650	0	83
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	14	387203	743877	1	182
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	14	745836	2805504	0	1072
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	14	2810527	2916090	1	69
C03/PG0066-C/ERR019072	C07/PG0070-C/ERR019056	14	2920911	3254381	0	293
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	1	95518	574270	1	398
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	2	109073	861650	0	531
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	3	74346	1001448	0	620
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	4	91950	1141383	0	1107
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	5	38911	1199000	0	723
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	5	1199990	1321348	1	97
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	6	72627	566860	0	252
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	6	569238	1237460	1	374
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	6	1241407	1294070	0	101
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	7	77258	638068	1	686
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	7	645078	775958	0	88
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	7	780294	1380100	1	392
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	8	74385	507802	0	284
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	8	511564	1363564	1	606
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	9	80852	133481	0	31
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	9	139448	1473413	1	1107
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	10	70764	356329	1	158
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	10	362065	746148	0	189
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	10	747640	1571687	1	762
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	111204	279864	1	94
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	282466	1160289	0	425
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	1173924	1223065	1	26
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	1228068	1355726	0	80
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	1365066	1439931	1	31
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	1444265	1817984	0	208
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	11	1825775	1934044	1	52
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	12	60587	451960	1	173
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	12	456343	1547462	0	442
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	12	1554744	2162878	1	334
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	13	92637	1260684	0	641
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	13	1264875	1716321	1	202
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	13	1726432	2787498	0	575
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	14	36236	385650	0	216
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	14	387203	743877	1	182
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	14	745836	2317482	0	834
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	14	2318967	2805504	1	238
C03/PG0066-C/ERR019072	C08/PG0071-C/ERR019074	14	2810527	3254381	0	362
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	1	95518	574270	0	398
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	2	109073	861650	1	531
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	3	74346	403257	0	277
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	3	406496	937442	1	313
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	3	941504	1001448	0	30
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	4	91950	1141383	1	1107
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	5	38911	1199000	0	723
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	5	1199990	1321348	1	97
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	6	72627	566860	1	252
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	6	569238	887805	0	211
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	6	891118	897534	1	3
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	6	900813	1237460	0	160
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	6	1241407	1294070	1	101
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	7	77258	637190	0	685
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	7	638068	1380100	1	481
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	8	74385	170411	1	62
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	8	173941	507802	0	222
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	8	511564	1363564	1	606
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	9	80852	133481	1	31
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	9	139448	1157957	0	555
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	9	1167056	1196125	1	11
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	9	1198811	1473413	0	541
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	10	70764	356329	0	158
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	10	362065	746148	1	189
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	10	747640	1128748	0	169
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	10	1129640	1571687	1	593
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	11	111204	1223065	1	545
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	11	1228068	1355726	0	80
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	11	1365066	1934044	1	291
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	60587	200894	1	63
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	205183	287237	0	38
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	307193	451960	1	72
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	456343	1142264	0	252
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	1152804	1547462	1	190
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	1554744	1568966	0	14
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	12	1574855	2162878	1	320
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	13	92637	1030778	0	551
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	13	1048714	1230462	1	79
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	13	1237035	2370774	0	549
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	13	2374603	2381071	1	8
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	13	2385810	2787498	0	231
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	36236	385650	0	216
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	387203	743877	1	182
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	745836	1832739	0	598
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	1837834	2387866	1	269
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	2390523	2695923	0	156
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	2698598	2805504	1	49
C03/PG0066-C/ERR019072	C09/PG0072-C/ERR019057	14	2810527	3254381	0	362
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	1	95518	574270	0	398
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	2	109073	500799	0	230
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	2	501530	861650	1	301
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	3	74346	1001448	1	620
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	4	91950	241092	0	296
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	4	250218	253627	1	6
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	4	257264	1141383	0	805
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	5	38911	131223	0	59
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	5	132132	1199990	1	665
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	5	1201913	1235499	0	28
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	5	1239449	1321348	1	68
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	6	72627	566860	1	252
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	6	569238	1237460	0	374
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	6	1241407	1294070	1	101
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	7	77258	638068	1	686
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	7	645078	1380100	0	480
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	8	74385	507802	0	284
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	8	511564	1363564	1	606
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	9	80852	133481	0	31
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	9	139448	444686	1	167
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	9	453285	808330	0	206
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	9	812140	978097	1	86
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	9	990501	1473413	0	648
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	10	70764	356329	0	158
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	10	362065	746148	1	189
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	10	747640	1571687	0	762
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	11	111204	780893	0	333
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	11	786455	965255	1	72
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	11	968081	1059515	0	72
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	11	1070499	1223065	1	68
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	11	1228068	1355726	0	80
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	11	1365066	1934044	1	291
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	12	60587	114735	0	27
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	12	122749	451960	1	146
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	12	456343	1547462	0	442
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	12	1554744	1568966	1	14
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	12	1574855	2085927	0	279
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	12	2088586	2162878	1	41
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	13	92637	499821	1	285
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	13	510621	703699	0	85
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	13	714722	2787498	1	1048
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	36236	375235	0	206
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	376629	387203	1	11
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	392003	743877	0	181
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	745836	1316662	1	329
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	1325150	1793387	0	248
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	1796977	2358138	1	276
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	2365027	2630924	0	141
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	2635463	2805504	1	78
C03/PG0066-C/ERR019072	C10/PG0063-C/ERR019060	14	2810527	3254381	0	362
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	1	95518	574270	0	398
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	2	109073	179137	1	40
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	2	183453	372250	0	137
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	2	373697	861650	1	354
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	3	74346	1001448	1	620
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	4	91950	241092	0	296
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	4	250218	253627	1	6
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	4	257264	1141383	0	805
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	5	38911	311130	0	184
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	5	315512	1199990	1	540
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	5	1201913	1321348	0	96
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	6	72627	566860	0	252
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	6	569238	627141	1	55
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	6	630532	832486	0	129
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	6	835786	1237460	1	190
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	6	1241407	1294070	0	101
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	7	77258	637190	0	685
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	7	638068	818083	1	110
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	7	821950	1049240	0	161
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	7	1056465	1335634	1	192
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	7	1348002	1380100	0	18
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	8	74385	507802	0	284
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	8	511564	1227006	1	414
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	8	1227578	1363564	0	192
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	9	80852	133481	0	31
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	9	139448	1473413	1	1107
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	10	70764	308861	0	121
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	10	312095	356329	1	37
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	10	362065	455957	0	51
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	10	462010	682039	1	112
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	10	694899	746148	0	26
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	10	747640	1571687	1	762
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	111204	956064	0	401
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	960997	987253	1	21
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	989267	1223065	0	123
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	1228068	1355726	1	80
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	1365066	1554957	0	91
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	1556224	1705678	1	86
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	11	1710823	1934044	0	114
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	12	60587	114735	0	27
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	12	122749	451960	1	146
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	12	456343	1453708	0	400
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	12	1461400	1547462	1	42
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	12	1554744	1568966	0	14
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	12	1574855	2162878	1	320
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	92637	1030778	0	551
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	1048714	1074522	1	12
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	1080168	1373255	0	121
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	1376212	1417179	1	27
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	1419239	2381071	0	476
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	2385810	2589765	1	114
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	13	2597108	2787498	0	117
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	14	36236	387203	1	217
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	14	392003	743877	0	181
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	14	745836	2805504	1	1072
C03/PG0066-C/ERR019072	C11/PG0064-C/ERR019071	14	2810527	3254381	0	362
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	1	95518	319673	1	141
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	1	325302	574270	0	257
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	2	109073	861650	1	531
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	3	74346	1001448	0	620
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	4	91950	241092	0	296
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	4	250218	253627	1	6
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	4	257264	1141383	0	805
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	5	38911	251758	1	149
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	5	257881	1199000	0	574
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	5	1199990	1321348	1	97
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	6	72627	566860	1	252
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	6	569238	1091298	0	309
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	6	1098313	1237460	1	65
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	6	1241407	1294070	0	101
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	7	77258	638068	1	686
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	7	645078	933777	0	217
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	7	935471	1056465	1	54
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	7	1058705	1380100	0	209
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	8	74385	378558	1	167
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	8	386607	507802	0	117
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	8	511564	1363564	1	606
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	9	80852	133481	1	31
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	9	139448	165871	0	23
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	9	168300	1473413	1	1084
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	10	70764	356329	0	158
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	10	362065	1571687	1	951
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	11	111204	1223065	1	545
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	11	1228068	1355726	0	80
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	11	1365066	1934044	1	291
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	12	60587	122749	1	28
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	12	124385	451960	0	145
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	12	456343	654996	1	88
C03/PG0066-C/ERR019072	C12/PG0058-C/ERR019063	12	659791	1194571	0	194
